idx,choice1,choice2,choice3,choice4,choice5,choice6
0,1.1946627864745096e-06,1.256996711163083e-06,0.000648571876809001,0.9993489384651184,0.0,0.0
1,4.4081630790060444e-07,1.350272924582896e-07,0.9999992847442627,1.1800743493495247e-07,0.0,0.0
2,1.0575569149295916e-06,2.6694065127230715e-06,0.9999961853027344,9.305235693091163e-08,0.0,0.0
3,0.9997995495796204,0.0002001673710765317,1.985394817438646e-07,1.5938435637963266e-07,0.0,0.0
4,1.6906509969771832e-08,0.9999998807907104,1.214271634353281e-07,2.16115925155691e-08,0.0,0.0
5,4.708435426437063e-06,4.64466893390636e-06,0.9999860525131226,4.681329301092774e-06,0.0,0.0
6,3.306165652361415e-08,5.561666398534726e-07,0.9750926494598389,0.02490672469139099,0.0,0.0
7,4.176520633336622e-06,0.9999885559082031,3.566614168448723e-06,3.7273639463819563e-06,0.0,0.0
8,0.14396856725215912,0.8560004234313965,1.8540378732723184e-05,1.2458597666409332e-05,0.0,0.0
9,0.0009260943625122309,0.0001434299338143319,7.150595774874091e-05,0.9988589286804199,0.0,0.0
10,0.9997987151145935,7.455449122062419e-06,1.5051576156110968e-05,0.0001788135850802064,0.0,0.0
11,8.060770596785005e-06,0.9998912811279297,3.231718437746167e-05,6.830432539572939e-05,0.0,0.0
12,0.002995371352881193,0.017567701637744904,0.9750694036483765,0.00436753872781992,0.0,0.0
13,2.4160734028555453e-05,1.901646282931324e-05,0.9999393224716187,1.7514910723548383e-05,0.0,0.0
14,0.0009734759223647416,0.05255264416337013,0.743019700050354,0.2034541666507721,0.0,0.0
15,0.003730572760105133,0.4533446133136749,0.5429131984710693,1.1666425052681006e-05,0.0,0.0
16,0.1461506336927414,1.5346537111327052e-05,0.8530893325805664,0.0007447567186318338,0.0,0.0
17,9.681507435743697e-06,0.9500370025634766,2.7055708414991386e-05,0.049926284700632095,0.0,0.0
18,9.812644918838487e-08,0.9999997615814209,5.3621480589072235e-08,1.1091434970467162e-07,0.0,0.0
19,3.1759677199261205e-07,6.19812183799695e-08,4.857838007410464e-07,0.9999991655349731,0.0,0.0
20,1.7786845774026006e-08,1.5372517481182513e-08,1.0,1.7603982271907626e-08,0.0,0.0
21,4.341806629781786e-07,3.8726435036551266e-07,0.9945085644721985,0.005490581970661879,0.0,0.0
22,0.9364111423492432,0.06358460336923599,2.0480129023781046e-06,2.2672181785310386e-06,0.0,0.0
23,0.08938329666852951,0.13313284516334534,0.6534216403961182,0.12406221777200699,0.0,0.0
24,0.1752661168575287,0.8247337937355042,1.882110289841421e-08,1.2757027434417978e-07,0.0,0.0
25,0.004823983181267977,0.004440174903720617,8.551834980607964e-06,0.990726113319397,1.165014964499278e-06,0.0
26,0.01121995598077774,0.3531244695186615,0.6253028512001038,0.01035265438258648,0.0,0.0
27,3.5523127735359594e-05,0.9899178147315979,7.518277470808243e-06,0.010039074346423149,0.0,0.0
28,0.9891074895858765,1.1052704394387547e-05,5.885798515237184e-08,0.010881343856453896,0.0,0.0
29,0.9994775652885437,2.2922522191493044e-07,8.566052201786079e-06,0.0005136649706400931,0.0,0.0
30,4.3154850004611944e-07,0.004491044674068689,0.9955085515975952,1.2809426408466607e-08,0.0,0.0
31,0.011434736661612988,0.9756171703338623,0.0026617140974849463,0.01028643548488617,0.0,0.0
32,2.7773685928877967e-07,1.1704801039513768e-07,0.006158226169645786,0.9938414096832275,0.0,0.0
33,0.002264589536935091,1.2636274732358288e-05,0.9973859190940857,0.00022854328562971205,0.00010826354991877452,0.0
34,0.0014089456526562572,0.9725750088691711,8.301762477458396e-07,0.02601529471576214,0.0,0.0
35,2.064463160422747e-06,5.36867764822091e-06,0.9999911785125732,1.4655397535534576e-06,0.0,0.0
36,4.958617410011357e-07,0.010590709745883942,0.9893879890441895,2.0840048819081858e-05,0.0,0.0
37,1.0689385590012535e-06,0.00014963647117838264,0.9998490810394287,2.0001878908715298e-07,0.0,0.0
38,1.2336336396856495e-07,0.0003405683091841638,0.9996576309204102,1.6529055528735626e-06,0.0,0.0
39,0.0001531659218017012,0.8111016750335693,0.00022743070439901203,0.18851777911186218,0.0,0.0
40,1.936233502419782e-06,6.995436706347391e-06,1.4072367093831417e-06,0.9999896287918091,0.0,0.0
41,1.1912075933651067e-05,0.1408534049987793,0.8586598634719849,0.00047480378998443484,0.0,0.0
42,0.3199898600578308,2.7659976353788807e-07,0.6800096035003662,2.749297891568858e-07,0.0,0.0
43,0.9999758005142212,1.0785439741312075e-07,2.2568510757992044e-05,1.5076533372848644e-06,0.0,0.0
44,0.12759199738502502,0.8722168803215027,5.503728061739821e-06,0.00018556359282229096,0.0,0.0
45,0.9981487989425659,0.0018495017429813743,1.6214241895795567e-06,2.7963883653114863e-08,0.0,0.0
46,0.9973133206367493,2.464850865635526e-07,0.0026863899547606707,1.3384934050009178e-08,0.0,0.0
47,0.013323301449418068,1.4343731891131029e-07,0.9866764545440674,1.0821775475733375e-07,0.0,0.0
48,0.1968785673379898,0.19806897640228271,0.21213233470916748,0.3929200768470764,0.0,0.0
49,6.7166447479394265e-06,0.0015958856092765927,0.9972183704376221,0.001179018639959395,0.0,0.0
50,8.868004215401015e-07,1.3106836149745504e-06,0.9841136336326599,0.015884188935160637,0.0,0.0
51,0.9999998807907104,5.175716211169856e-08,4.1393846572646e-08,7.235639998270926e-08,0.0,0.0
